obj_key,obj_subprg,Кодзадачи,ДатаНачалаЗадачи,Статуспоэкспертизе,Экспертиза,season,Скорость,Кол-во рабочих,Генподрядчик,Генпроектировщик,Площадь,2023-01-17,2023-01-23,2023-02-06,2023-02-13,2023-02-20,2023-02-27,2023-03-06,2023-03-13,2023-03-20,2023-03-27,2023-04-03,2023-04-10,2023-04-17,2023-04-24,2023-05-02,2023-05-10,2023-05-15,2023-05-22,2023-05-29,y
020-0156,0,4,738540,0,0,2,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226
020-0156,0,4.1.1,738579,0,0,3,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
020-0156,0,4.10,738907,0,0,3,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
020-0156,0,4.11,738883,0,0,4,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363
020-0156,0,4.12,739070,0,0,4,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
020-0156,0,4.2,738540,0,0,2,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226
020-0156,0,4.3,738603,0,0,3,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
020-0156,0,4.4,738612,0,0,3,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
020-0156,0,4.5,738853,0,0,2,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
020-0156,0,4.6,738854,0,0,1,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
020-0156,0,4.7,738869,0,0,2,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
020-0156,0,4.8,738803,0,0,3,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
020-0156,0,4.9,738739,0,0,1,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305
020-0156,0,5,738648,0,0,1,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003
020-0156,0,5.11,739181,0,0,1,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
020-0156,0,7.1,739187,0,0,4,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
020-0156,0,7.1.8,739202,0,0,1,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
020-0156,0,7.4,739203,0,0,1,0.0,0,15,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
020-0156,0,8,739215,0,0,4,0.0,0,15,21,13288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
020-0157,0,1,737728,0,0,4,0.7575757575757576,39,7,30,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,724
020-0157,0,3,737819,0,0,1,0.8888888888888888,39,7,30,0.0,66,66,66,76,77,77,77,77,78,79,79,79,80,79,79,79,79,79,79,942
020-0157,0,3.1,737881,0,0,2,0.7575757575757576,39,7,30,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,419
020-0157,0,3.11,738188,0,0,2,0.7575757575757576,39,7,30,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,299
020-0157,0,3.13,738484,1,0,4,0.7272727272727273,39,7,30,0.0,55,63,71,75,84,84,84,83,81,92,91,91,91,96,96,96,96,96,96,191
020-0157,0,3.15,738612,0,0,4,0.4336283185840708,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
020-0157,0,3.3,738231,0,0,2,0.7575757575757576,39,7,30,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,15
020-0157,0,3.8,737995,0,0,3,0.7575757575757576,39,7,30,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26
020-0157,0,4,738326,0,0,2,0.106060606060606,39,7,30,0.0,7,7,8,8,9,9,9,10,10,11,12,12,12,12,13,13,13,14,14,535
020-0157,0,4.1.1,738592,0,0,2,0.0,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
020-0157,0,4.10,738675,0,0,3,0.0,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
020-0157,0,4.11,738560,0,0,2,0.0,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
020-0157,0,4.12,738671,0,0,3,0.0,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
020-0157,0,4.2,738403,0,0,4,0.7575757575757576,39,7,30,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,86
020-0157,0,4.3,738466,0,0,4,0.7575757575757576,39,7,30,0.0,39,39,39,39,51,51,51,84,84,84,100,100,100,100,100,100,100,100,100,144
020-0157,0,4.4,738460,0,0,4,0.7045454545454546,39,7,30,0.0,30,33,44,49,60,61,61,72,73,74,75,77,79,79,82,92,92,93,93,224
020-0157,0,4.5,738633,0,0,2,0.0,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
020-0157,0,4.6,738617,0,0,2,0.0,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
020-0157,0,4.7,738580,0,0,2,0.0,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
020-0157,0,4.8,738641,0,0,2,0.0,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
020-0157,0,4.9,738604,0,0,2,0.1439393939393939,39,7,30,0.0,0,0,0,0,0,0,0,4,4,5,6,7,7,9,12,15,15,18,19,195
020-0157,0,5,738593,0,0,2,0.0,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463
020-0157,0,5.11,738720,0,0,4,0.0,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
020-0157,0,7.1,738775,0,0,2,0.0,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
020-0157,0,7.1.8,738820,0,0,2,0.0,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
020-0157,0,7.4,738823,0,0,2,0.0,39,7,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
020-0157,0,8,738855,0,0,3,0.0,39,7,30,7243.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
020-0683,0,1,737916,0,0,2,0.9746835443037974,37,1,27,0.0,74,74,74,74,72,72,72,72,72,76,77,77,77,77,77,77,76,76,76,770
020-0683,0,1.4.2,738567,0,0,2,0.4545454545454545,33,1,27,0.0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,512
020-0683,0,3,737916,0,0,2,1.8235294117647056,37,1,27,7515.86,62,58,58,58,51,51,51,51,51,51,51,56,58,57,58,57,58,61,61,790
020-0683,0,3.1,738008,0,0,3,0.7575757575757576,33,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,220
020-0683,0,3.11,738187,0,0,2,0.7857142857142857,33,1,27,0.0,98,75,75,75,79,79,79,79,79,79,79,99,99,99,99,99,99,99,99,514
020-0683,0,3.13,738609,1,0,2,0.2424242424242424,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,22,14,15,32,32,112
020-0683,0,3.15,738167,0,0,1,7.0,37,1,27,0.0,49,49,49,49,40,40,40,40,40,40,40,40,42,43,44,43,44,47,47,428
020-0683,0,3.3,737948,0,0,2,0.7575757575757576,33,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,297
020-0683,0,3.8,738256,0,0,2,0.7575757575757576,33,1,27,0.0,82,82,82,82,82,82,82,82,82,100,100,100,100,100,100,100,100,100,100,351
020-0683,0,4,738307,0,0,2,0.0666666666666666,33,1,27,0.0,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,5,5,5,5,635
020-0683,0,4.1.1,738686,0,0,4,0.0,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
020-0683,0,4.10,738764,0,0,1,0.0,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
020-0683,0,4.11,738733,0,0,4,0.0,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
020-0683,0,4.12,738721,0,0,2,0.0,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
020-0683,0,4.2,738307,0,0,2,0.7575757575757576,33,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,121
020-0683,0,4.3,738321,0,0,2,0.7575757575757576,33,1,27,0.0,98,98,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,219
020-0683,0,4.4,738499,0,0,1,0.553030303030303,33,1,27,0.0,15,15,16,29,28,28,33,35,38,47,48,49,53,56,62,65,71,71,73,251
020-0683,0,4.5,738761,0,0,3,0.0,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
020-0683,0,4.6,738760,0,0,3,0.0,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
020-0683,0,4.7,738702,0,0,3,0.0,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
020-0683,0,4.8,738704,0,0,4,0.0,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
020-0683,0,4.9,738729,0,0,3,0.0,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
020-0683,0,5,738459,0,0,4,0.0681818181818181,33,1,27,0.0,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,646
020-0683,0,5.11,738764,0,0,2,0.0,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
020-0683,0,7.1,738869,0,0,2,0.0,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
020-0683,0,7.1.8,738931,0,0,2,0.0,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
020-0683,0,7.4,738937,0,0,2,0.0,33,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
020-0683,0,8,738949,0,0,2,0.0,33,1,27,7515.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
020-0684,1,1,737732,0,0,4,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455
020-0684,1,1.4.2,738187,0,0,2,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
020-0684,1,3,738070,0,0,2,0.1212121212121212,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721
020-0684,1,3.1,737914,0,0,3,0.7575757575757576,0,2,1,0.0,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
020-0684,1,3.11,738012,0,0,3,0.4242424242424242,0,2,1,0.0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,94
020-0684,1,3.13,738109,0,0,4,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
020-0684,1,3.15,738109,0,0,4,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
020-0684,1,3.3,737914,0,0,2,0.5303030303030303,0,2,1,0.0,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,196
020-0684,1,3.8,737545,0,0,2,0.7575757575757576,0,2,1,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
020-0684,1,4,738187,0,0,2,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438
020-0684,1,4.1.1,738193,0,0,2,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
020-0684,1,4.10,738584,0,0,2,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
020-0684,1,4.11,738298,0,0,2,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
020-0684,1,4.12,738580,0,0,2,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
020-0684,1,4.2,738187,0,0,2,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
020-0684,1,4.3,738237,0,0,2,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
020-0684,1,4.4,738268,0,0,2,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
020-0684,1,4.5,738407,0,0,4,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
020-0684,1,4.6,738414,0,0,4,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
020-0684,1,4.7,738354,0,0,3,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225
020-0684,1,4.8,738354,0,0,3,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243
020-0684,1,4.9,738438,0,0,4,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
020-0684,1,5,738611,0,0,2,0.0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
020-0708,0,1,737684,0,0,4,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,569
020-0708,0,3,737741,0,0,4,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,595
020-0708,0,3.1,737801,0,0,1,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94
020-0708,0,3.11,737747,0,0,4,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
020-0708,0,3.13,737741,1,0,4,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,595
020-0708,0,3.15,737923,0,0,2,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,322
020-0708,0,3.3,737893,0,0,2,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
020-0708,0,3.8,737840,0,0,2,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
020-0708,0,4,737732,0,0,4,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,663
020-0708,0,4.1.1,738358,0,0,3,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,18
020-0708,0,4.10,738246,0,0,2,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,147
020-0708,0,4.11,738053,0,0,4,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,298
020-0708,0,4.12,738215,0,0,2,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,144
020-0708,0,4.2,737945,0,0,2,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,31
020-0708,0,4.3,737962,0,0,2,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,15
020-0708,0,4.4,737966,0,0,2,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,81
020-0708,0,4.5,738043,0,0,4,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,248
020-0708,0,4.6,738032,0,0,3,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,324
020-0708,0,4.7,738037,0,0,4,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,299
020-0708,0,4.8,738187,0,0,2,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,208
020-0708,0,4.9,738043,0,0,4,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,292
020-0708,0,5,738246,0,0,2,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,151
020-0708,0,5.11,738374,0,0,3,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,9
020-0708,0,7.1,738314,0,0,2,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,79
020-0708,0,7.1.8,738378,0,0,3,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7
020-0708,0,7.4,738385,0,0,3,0.7575757575757576,0,17,25,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,12
020-0708,0,8,738398,0,0,3,0.0,0,17,25,6575.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
020-0709,0,1,737732,0,0,4,0.7575757575757576,98,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,660
020-0709,0,1.4.2,738032,0,0,3,0.7575757575757576,98,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,360
020-0709,0,3,737508,0,0,2,0.8305084745762712,98,1,27,0.0,97,97,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,97,97,1228
020-0709,0,3.1,737823,0,0,2,0.7575757575757576,98,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
020-0709,0,3.11,737539,0,0,2,0.7575757575757576,98,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
020-0709,0,3.13,738419,1,0,2,7.142857142857143,29,1,27,0.0,52,62,62,62,62,60,60,60,60,54,54,54,54,54,51,51,50,50,50,168
020-0709,0,3.15,737871,0,0,2,0.7424242424242424,98,1,27,0.0,97,97,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,794
020-0709,0,3.3,737801,0,0,1,0.7575757575757576,98,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92
020-0709,0,3.8,737762,0,0,1,0.7575757575757576,98,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
020-0709,0,4,737972,0,0,3,0.4621212121212121,98,1,27,0.0,46,47,48,49,50,51,51,52,53,53,53,54,56,57,57,57,60,61,61,852
020-0709,0,4.1.1,738419,0,0,4,0.7575757575757576,98,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,23
020-0709,0,4.10,738543,0,0,2,0.0,98,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
020-0709,0,4.11,738580,0,0,2,0.1515151515151515,98,1,27,0.0,0,0,0,0,1,1,1,2,2,4,4,7,8,14,15,15,16,20,20,258
020-0709,0,4.12,738641,0,0,3,0.0,98,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
020-0709,0,4.2,738004,0,0,3,0.7575757575757576,98,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,424
020-0709,0,4.3,738042,0,0,4,0.7575757575757576,98,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,264
020-0709,0,4.4,738096,0,0,4,0.7575757575757576,98,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,240
020-0709,0,4.5,738377,0,0,3,0.7575757575757576,98,1,27,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,51
020-0709,0,4.6,738337,0,0,3,0.5909090909090909,98,1,27,0.0,59,63,69,71,71,73,73,73,76,77,78,78,78,78,78,78,78,78,78,323
020-0709,0,4.7,738346,0,0,3,0.4393939393939394,98,1,27,0.0,36,38,40,41,42,45,45,47,48,51,53,53,55,57,57,57,57,58,58,372
020-0709,0,4.8,738596,0,0,2,0.0,98,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
020-0709,0,4.9,738251,0,0,2,0.4772727272727273,98,1,27,0.0,52,53,55,56,56,57,57,60,62,63,62,63,63,63,63,63,63,63,63,451
020-0709,0,5,738540,0,0,2,0.0,98,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
020-0709,0,5.11,738789,0,0,4,0.0,98,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
020-0709,0,7.1,738799,0,0,4,0.0,98,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
020-0709,0,7.1.8,738851,0,0,4,0.0,98,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
020-0709,0,7.4,738852,0,0,4,0.0,98,1,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
020-0709,0,8,738862,0,0,1,0.0,98,1,27,6848.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
020-0710,0,1,737153,0,0,2,0.7575757575757576,97,5,8,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1138
020-0710,0,1.4.2,738291,0,0,2,0.7575757575757576,97,5,8,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
020-0710,0,3,737315,0,0,4,0.75,97,5,8,0.0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1382
020-0710,0,3.1,737823,0,0,2,0.7575757575757576,97,5,8,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
020-0710,0,3.11,737783,0,0,1,0.7575757575757576,97,5,8,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
020-0710,0,3.13,738147,2,0,1,0.7575757575757576,97,5,8,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90
020-0710,0,3.15,737873,0,0,2,0.7575757575757576,97,5,8,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
020-0710,0,3.3,737783,0,0,1,0.7575757575757576,97,5,8,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
020-0710,0,3.8,737315,0,0,4,0.7575757575757576,97,5,8,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
020-0710,0,4,737942,0,0,2,0.672,97,5,8,0.0,66,69,70,71,71,71,73,74,78,78,79,80,80,81,82,82,83,84,83,765
020-0710,0,4.1.1,738412,0,0,4,0.7575757575757576,97,5,8,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,106
020-0710,0,4.10,738570,0,0,2,0.0,97,5,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
020-0710,0,4.11,738263,0,0,2,0.7045454545454546,97,5,8,0.0,86,88,87,88,88,88,88,89,93,91,92,90,92,92,92,93,93,93,93,423
020-0710,0,4.12,738480,0,0,4,0.3787878787878788,97,5,8,0.0,5,5,8,8,8,8,11,11,13,14,15,16,16,17,19,19,19,39,50,214
020-0710,0,4.2,738018,0,0,3,0.7575757575757576,97,5,8,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,196
020-0710,0,4.3,738083,0,0,4,0.7575757575757576,97,5,8,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,280
020-0710,0,4.4,738105,0,0,4,0.7575757575757576,97,5,8,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,212
020-0710,0,4.5,738288,0,0,2,0.7575757575757576,97,5,8,0.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110
020-0710,0,4.6,738300,0,0,2,2.020408163265306,181,5,8,0.0,98,99,99,99,99,99,99,99,99,99,99,96,98,99,99,99,99,99,99,371
020-0710,0,4.7,738291,0,0,2,0.6515151515151515,97,5,8,0.0,66,68,70,72,73,73,75,77,79,79,80,82,83,83,84,84,85,86,86,442
020-0710,0,4.8,738566,0,0,2,0.016,97,5,8,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,1,92
020-0710,0,4.9,738221,0,0,2,0.6363636363636364,97,5,8,0.0,61,65,67,68,68,68,69,70,73,73,74,74,75,76,77,78,79,84,84,470
020-0710,0,5,738513,0,0,1,0.0,97,5,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
020-0710,0,5.11,738654,0,0,3,0.0,97,5,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
020-0710,0,7.1,738629,0,0,3,0.0,97,5,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
020-0710,0,7.1.8,738662,0,0,3,0.0,97,5,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
020-0710,0,7.4,738663,0,0,3,0.0,97,5,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
020-0710,0,8,738673,0,0,3,0.0,97,5,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
